order_id,tenant_id,customer_id,order_date,amount,status
658,initech,107,2024-05-14,61.26,completed
659,initech,108,2024-02-08,379.27,completed
660,initech,108,2024-01-18,181.81,refunded
661,initech,108,2024-03-08,232.05,completed
662,initech,108,2023-12-10,774.64,completed
663,initech,108,2024-03-03,824.97,refunded
664,initech,108,2024-02-06,871.65,refunded
665,initech,108,2024-04-06,138.0,completed
666,initech,108,2023-11-17,198.94,completed
667,initech,108,2024-02-25,765.48,completed
668,initech,108,2024-04-09,657.63,completed
669,initech,108,2023-08-05,256.25,refunded
670,initech,109,2024-06-02,537.07,refunded
671,initech,109,2024-01-15,441.87,completed
672,initech,109,2024-02-06,862.18,completed
673,initech,109,2024-01-14,844.7,completed
674,initech,109,2024-05-30,899.62,pending
675,initech,109,2024-01-22,632.15,completed
676,initech,109,2024-03-01,825.31,refunded
677,initech,109,2024-02-11,702.45,pending
678,initech,109,2024-03-19,489.61,completed
679,initech,109,2024-02-07,250.17,refunded
680,initech,109,2024-03-27,430.08,pending
681,initech,109,2024-06-02,758.96,completed
682,initech,112,2023-12-12,279.77,completed
683,initech,112,2023-09-13,222.42,refunded
684,initech,112,2023-06-19,459.39,completed
685,initech,112,2023-07-01,691.76,pending
686,initech,112,2024-02-25,425.53,completed
687,initech,112,2023-04-02,143.16,refunded
688,initech,112,2024-02-23,181.96,refunded
689,initech,112,2022-12-10,481.07,completed
690,initech,112,2022-11-29,692.62,pending
691,initech,113,2023-12-24,28.04,refunded
692,initech,114,2024-06-20,606.74,refunded
693,initech,114,2024-05-31,600.17,completed
694,initech,114,2024-03-31,488.35,pending
695,initech,114,2024-04-01,34.72,completed
696,initech,114,2024-06-07,880.18,completed
697,initech,114,2024-06-03,735.58,pending
698,initech,114,2024-04-22,114.17,completed
699,initech,114,2024-06-06,151.03,completed
700,initech,114,2024-06-18,483.28,completed
701,initech,115,2024-05-02,423.92,completed
702,initech,115,2024-06-09,218.75,completed
703,initech,115,2024-06-03,892.67,completed
704,initech,115,2024-03-23,376.64,pending
705,initech,115,2024-05-21,438.88,completed
706,initech,116,2023-12-11,517.95,completed
707,initech,116,2024-06-29,828.85,completed
708,initech,116,2023-08-10,813.12,refunded
709,initech,116,2024-05-06,258.56,completed
710,initech,116,2023-10-20,811.39,refunded
711,initech,116,2023-02-08,177.83,completed
712,initech,117,2023-11-19,837.41,completed
713,initech,117,2023-03-23,516.28,refunded
714,initech,118,2023-12-23,684.94,completed
715,initech,118,2023-02-13,460.7,completed
716,initech,118,2023-01-18,105.96,completed
717,initech,118,2023-02-10,319.72,refunded
718,initech,118,2024-01-05,872.65,completed
719,initech,119,2024-04-12,451.73,completed
720,initech,119,2024-06-04,848.21,pending
721,initech,119,2023-11-29,618.13,pending
722,initech,119,2023-10-08,699.51,completed
723,initech,119,2023-12-30,647.54,completed
724,initech,119,2024-01-10,155.71,completed
725,initech,119,2024-03-12,298.68,completed
726,initech,119,2023-10-11,24.57,completed
727,initech,119,2024-04-09,336.73,completed
728,initech,119,2023-10-17,136.61,completed
729,initech,119,2024-04-02,414.98,refunded
730,initech,119,2024-05-14,379.08,completed
731,initech,120,2023-10-09,780.07,completed
